,Player,Team,Pitch,球種,投球数,投球%,xPV,xPV/100,Grade,球速(km/h),SwStr%,Whiff%,O-Swing%,wOBAcon,xwOBAcon,GB%,FL%,IFFB%
462,才木 浩人,神,右投,カーブ,84,7,-0.2,-,-,109,11.9,33.3,23.9,.402,.377,33,67,0
463,才木 浩人,神,右投,フォーク,264,21,1.4,0.5,61,135,16.7,37.6,31.3,.203,.295,56,37,7
464,ケラー,巨,右投,ストレート,178,62,0.6,0.3,42,152,11.2,23.3,28.2,.327,.319,21,58,21
465,ケラー,巨,右投,スライダー,4,1,0.0,-,-,135,25.0,33.3,0.0,.870,.478,0,100,0
466,ケラー,巨,右投,カーブ,74,26,-0.5,-,-,123,16.2,36.4,33.3,.124,.370,36,64,0
467,ケラー,巨,右投,スプリット,32,11,0.1,-,-,136,18.8,42.9,42.1,.435,.344,50,50,0
468,ゲラ,神,右投,ストレート,151,42,1.1,0.7,45,155,10.6,20.8,34.8,.419,.290,42,39,19
469,ゲラ,神,右投,スライダー,187,52,1.2,0.6,48,143,18.7,35.7,39.0,.333,.289,57,34,9
470,ゲラ,神,右投,ツーシーム,20,6,-0.1,-,-,155,15.0,21.4,33.3,.348,.443,20,80,0
471,松井 颯,巨,右投,ストレート,25,64,0.1,-,-,149,8.0,22.2,10.0,.670,.363,50,50,0
472,松井 颯,巨,右投,スライダー,3,8,-0.3,-,-,135,0.0,0.0,0.0,2.070,.478,0,100,0
473,松井 颯,巨,右投,シンカー,11,28,-0.7,-,-,121,0.0,0.0,0.0,.000,.188,100,0,0
474,岩崎 優,神,左投,ストレート,213,49,1.2,0.6,44,141,7.5,15.5,34.1,.340,.329,29,55,16
475,岩崎 優,神,左投,スライダー,117,27,1.3,1.1,52,126,15.4,33.3,40.0,.347,.309,48,43,10
476,岩崎 優,神,左投,カットボール,3,1,0.0,-,-,129,0.0,0.0,0.0,.870,.237,100,0,0
477,岩崎 優,神,左投,スローカーブ,5,1,-0.2,-,-,92,0.0,0.0,20.0,-,-,-,-,-
478,岩崎 優,神,左投,チェンジアップ,97,22,-1.2,-,-,128,13.4,30.2,25.5,.284,.367,41,59,0
479,ヤフーレ,ヤ,右投,ストレート,134,15,-0.8,-0.6,47,146,1.5,3.4,28.3,.271,.342,40,51,9
480,ヤフーレ,ヤ,右投,スライダー,31,3,-0.5,-,-,129,12.9,28.6,40.9,.276,.349,50,50,0
481,ヤフーレ,ヤ,右投,カットボール,162,18,1.2,0.7,68,141,8.0,17.3,23.2,.300,.234,59,21,21
482,ヤフーレ,ヤ,右投,ナックルカーブ,148,16,0.3,0.2,55,130,12.2,33.3,28.3,.304,.332,50,50,0
483,ヤフーレ,ヤ,右投,チェンジアップ,242,26,0.6,0.3,55,140,12.0,26.1,24.8,.327,.325,58,42,0
484,ヤフーレ,ヤ,右投,スプリット,13,1,-0.6,-,-,136,7.7,20.0,27.3,.000,.299,67,33,0
485,ヤフーレ,ヤ,右投,ツーシーム,193,21,-0.2,-0.1,52,146,5.2,13.2,23.5,.378,.322,42,47,12
486,メヒア,中,右投,ストレート,389,50,-0.6,-0.1,52,149,4.6,9.6,25.6,.311,.328,33,53,14
487,メヒア,中,右投,スライダー,191,25,0.2,0.1,58,134,10.5,21.7,31.2,.345,.321,38,50,13
488,メヒア,中,右投,ナックルカーブ,93,12,-0.1,-,-,125,11.8,30.6,18.2,.344,.318,43,50,7
489,メヒア,中,右投,チェンジアップ,99,13,-1.3,-,-,138,8.1,18.2,29.8,.278,.328,37,53,11
490,メヒア,中,右投,スプリット,5,1,-0.3,-,-,142,0.0,0.0,0.0,2.070,.480,0,100,0
491,メヒア,中,右投,ツーシーム,1,0,0.0,-,-,147,0.0,0.0,-,-,-,-,-,-
492,大貫 晋一,デ,右投,ストレート,201,23,-2.8,-1.4,39,142,0.5,1.7,12.0,.339,.360,32,61,8
493,大貫 晋一,デ,右投,スライダー,172,20,0.8,0.5,62,127,12.8,28.2,28.7,.311,.319,46,46,9
494,大貫 晋一,デ,右投,カットボール,79,9,-0.4,-,-,137,5.1,11.8,20.0,.249,.346,36,57,7
495,大貫 晋一,デ,右投,カーブ,51,6,0.1,-,-,118,9.8,27.8,24.0,.476,.317,56,44,0
496,大貫 晋一,デ,右投,チェンジアップ,4,0,0.0,-,-,128,25.0,50.0,33.3,1.340,.468,0,100,0
497,大貫 晋一,デ,右投,スプリット,238,27,1.2,0.5,62,135,11.3,20.6,45.8,.346,.276,70,27,3
498,大貫 晋一,デ,右投,ツーシーム,135,15,0.4,0.3,56,141,5.2,11.9,15.5,.284,.256,76,19,5
499,アドゥワ 誠,広,右投,ストレート,447,54,-3.6,-0.8,43,144,4.9,10.2,23.0,.318,.338,37,52,10
500,アドゥワ 誠,広,右投,スライダー,163,20,-1.6,-1.0,47,131,9.2,19.5,22.4,.420,.341,37,54,9
501,アドゥワ 誠,広,右投,カットボール,18,2,0.7,-,-,137,11.1,28.6,28.6,.447,.232,33,33,33
502,アドゥワ 誠,広,右投,カーブ,38,5,-0.6,-,-,105,7.9,42.9,14.8,.580,.288,67,33,0
503,アドゥワ 誠,広,右投,フォーク,167,20,1.0,0.6,62,132,19.2,42.7,34.3,.329,.348,38,56,6
504,アドゥワ 誠,広,右投,ツーシーム,2,0,-0.2,-,-,146,0.0,0.0,100.0,.000,.501,0,100,0
505,ウィック,デ,右投,ストレート,97,69,-1.6,-,-,153,10.3,20.4,20.0,.396,.356,36,57,7
506,ウィック,デ,右投,カットボール,35,25,0.7,-,-,147,17.1,27.3,41.7,.373,.298,43,43,14
507,ウィック,デ,右投,カーブ,4,3,-0.2,-,-,123,0.0,0.0,0.0,.435,.332,50,50,0
508,ウィック,デ,右投,ナックルカーブ,2,1,0.0,-,-,121,0.0,-,0.0,-,-,-,-,-
509,ウィック,デ,右投,スプリット,2,1,0.0,-,-,142,0.0,0.0,0.0,-,-,-,-,-
510,矢崎 拓也,広,右投,ストレート,152,52,-1.0,-0.7,31,146,7.9,19.0,14.6,.211,.312,22,56,22
511,矢崎 拓也,広,右投,スライダー,13,4,0.2,-,-,132,7.7,33.3,50.0,.435,.220,100,0,0
512,矢崎 拓也,広,右投,フォーク,129,44,-0.2,-0.2,54,137,17.8,39.7,27.6,.304,.295,46,42,13
513,上茶谷 大河,デ,右投,ストレート,128,52,-0.8,-0.6,31,145,0.8,1.8,25.0,.435,.366,38,58,4
514,上茶谷 大河,デ,右投,スライダー,25,10,0.0,-,-,126,12.0,25.0,37.5,.368,.312,33,50,17
515,上茶谷 大河,デ,右投,カットボール,72,29,-0.6,-,-,138,8.3,18.2,34.9,.373,.347,50,50,0
516,上茶谷 大河,デ,右投,カーブ,1,0,0.0,-,-,109,0.0,0.0,100.0,.870,.199,100,0,0
517,上茶谷 大河,デ,右投,ナックルカーブ,8,3,0.2,-,-,112,0.0,0.0,0.0,.000,.132,67,0,33
518,上茶谷 大河,デ,右投,フォーク,8,3,-0.1,-,-,137,37.5,60.0,50.0,.670,.480,0,100,0
519,上茶谷 大河,デ,右投,チェンジアップ,2,1,0.1,-,-,120,50.0,100.0,50.0,-,-,-,-,-
520,上茶谷 大河,デ,右投,シュート,4,2,-0.3,-,-,143,0.0,-,0.0,-,-,-,-,-
521,石川 達也,デ,左投,ストレート,120,59,-1.0,-0.8,30,144,4.2,8.9,19.6,.468,.369,27,65,8
522,石川 達也,デ,左投,カットボール,34,17,0.1,-,-,135,11.8,22.2,42.9,.000,.237,100,0,0
523,石川 達也,デ,左投,カーブ,10,5,-0.4,-,-,115,10.0,33.3,16.7,.870,.199,100,0,0
524,石川 達也,デ,左投,チェンジアップ,41,20,0.2,-,-,117,22.0,33.3,54.5,.218,.329,25,58,17
525,栗林 良吏,広,右投,ストレート,132,32,1.2,0.9,46,148,9.1,20.0,14.5,.260,.332,39,50,11
526,栗林 良吏,広,右投,カットボール,88,21,0.7,-,-,142,13.6,32.4,19.4,.201,.357,45,55,0
527,栗林 良吏,広,右投,カーブ,49,12,0.2,-,-,128,12.2,33.3,26.1,.435,.265,75,25,0
528,栗林 良吏,広,右投,フォーク,147,35,4.5,3.0,86,138,24.5,48.6,40.0,.145,.293,54,38,8
529,内 星龍,楽,右投,ストレート,464,56,-2.5,-0.5,47,148,4.7,9.2,24.6,.340,.343,37,54,9
530,内 星龍,楽,右投,スライダー,83,10,0.0,-,-,130,6.0,16.1,22.2,.252,.270,59,29,12
531,内 星龍,楽,右投,カーブ,72,9,-1.9,-,-,121,2.8,10.0,10.2,.222,.355,42,58,0
532,内 星龍,楽,右投,スプリット,217,26,0.4,0.2,59,138,15.7,30.1,32.1,.269,.310,55,41,5
533,松本 航,西,右投,ストレート,343,60,-4.0,-1.2,36,146,5.2,9.8,29.0,.283,.342,27,59,14
534,松本 航,西,右投,スライダー,39,7,-0.2,-,-,124,7.7,25.0,26.1,.000,.392,33,67,0
535,松本 航,西,右投,カットボール,90,16,1.4,-,-,135,11.1,22.7,31.4,.430,.313,36,50,14
536,松本 航,西,右投,カーブ,55,10,0.1,-,-,110,3.6,12.5,9.4,.000,.208,71,14,14
537,松本 航,西,右投,フォーク,43,8,0.4,-,-,132,16.3,35.0,32.0,.249,.295,43,43,14
538,松本 航,西,右投,ツーシーム,3,1,-0.2,-,-,142,33.3,50.0,-,.000,.501,0,100,0
539,増田 達至,西,右投,ストレート,87,52,-0.5,-,-,145,2.3,4.9,19.5,.348,.335,40,50,10
540,増田 達至,西,右投,スライダー,46,28,-0.1,-,-,139,2.2,4.8,16.7,.594,.349,50,50,0
541,増田 達至,西,右投,カーブ,19,11,0.3,-,-,125,15.8,27.3,40.0,.348,.319,20,60,20
542,増田 達至,西,右投,フォーク,14,8,0.1,-,-,140,7.1,14.3,12.5,.580,.299,67,33,0
543,酒居 知史,楽,右投,ストレート,165,48,-0.3,-0.2,36,146,4.2,9.0,28.0,.234,.356,36,57,7
544,酒居 知史,楽,右投,スライダー,22,6,0.4,-,-,136,0.0,0.0,18.2,.653,.220,100,0,0
545,酒居 知史,楽,右投,カーブ,14,4,-0.1,-,-,121,14.3,33.3,14.3,.670,.332,50,50,0
546,酒居 知史,楽,右投,フォーク,142,41,0.3,0.2,58,138,18.3,31.3,49.5,.304,.293,69,31,0
547,酒居 知史,楽,右投,シュート,2,1,-0.1,-,-,139,0.0,0.0,100.0,.000,.357,50,50,0
548,ターリー,楽,左投,ストレート,88,67,-0.8,-,-,149,4.5,11.8,22.0,.360,.349,38,54,8
549,ターリー,楽,左投,スライダー,21,16,-0.3,-,-,129,0.0,0.0,8.3,.174,.271,80,20,0
550,ターリー,楽,左投,ナックルカーブ,14,11,0.1,-,-,124,21.4,75.0,27.3,-,-,-,-,-
551,ターリー,楽,左投,チェンジアップ,9,7,-0.1,-,-,133,11.1,25.0,25.0,.435,.345,50,50,0
552,則本 昂大,楽,右投,ストレート,162,46,1.5,0.9,47,150,7.4,14.1,32.8,.314,.321,51,40,9
553,則本 昂大,楽,右投,スライダー,45,13,0.1,-,-,133,20.0,42.9,21.7,.124,.367,43,57,0
554,則本 昂大,楽,右投,カーブ,27,8,-0.4,-,-,113,7.4,33.3,21.4,.000,.466,0,100,0
555,則本 昂大,楽,右投,フォーク,108,31,0.1,0.1,57,140,19.4,34.4,41.5,.391,.312,53,42,5
556,則本 昂大,楽,右投,チェンジアップ,10,3,-0.3,-,-,127,0.0,0.0,0.0,.870,.345,50,50,0
557,水上 由伸,西,右投,ストレート,28,16,-0.3,-,-,143,0.0,0.0,0.0,.553,.363,50,50,0
558,水上 由伸,西,右投,スライダー,71,42,-2.1,-,-,127,15.5,37.9,16.3,.368,.445,13,88,0
559,水上 由伸,西,右投,フォーク,2,1,0.0,-,-,135,0.0,0.0,0.0,.000,.209,100,0,0
560,水上 由伸,西,右投,シュート,70,41,-0.9,-,-,142,7.1,22.7,17.1,.218,.366,25,63,13
561,糸川 亮太,西,右投,ストレート,35,41,-0.7,-,-,140,2.9,7.1,15.0,.348,.254,60,20,20
562,糸川 亮太,西,右投,スライダー,3,4,0.1,-,-,127,0.0,0.0,100.0,-,-,-,-,-
563,糸川 亮太,西,右投,カーブ,5,6,-0.1,-,-,116,0.0,0.0,0.0,-,-,-,-,-
564,糸川 亮太,西,右投,シンカー,42,49,-0.6,-,-,125,7.1,20.0,4.5,.385,.266,25,50,25
565,佐々木 朗希,ロ,右投,ストレート,453,47,0.6,0.1,55,156,6.6,12.6,23.1,.332,.335,47,46,7
566,佐々木 朗希,ロ,右投,スライダー,219,23,1.3,0.6,63,135,14.2,37.3,23.2,.193,.314,56,40,4
567,佐々木 朗希,ロ,右投,フォーク,289,30,2.5,0.9,65,143,23.2,52.3,39.0,.297,.350,48,52,0
568,上原 健太,日,左投,ストレート,108,36,-0.6,-0.5,48,145,4.6,8.6,16.2,.313,.343,43,50,7
569,上原 健太,日,左投,スライダー,15,5,-0.5,-,-,126,6.7,16.7,28.6,.735,.413,25,75,0
570,上原 健太,日,左投,カットボール,72,24,-0.9,-,-,137,8.3,17.6,26.5,.502,.363,43,57,0
571,上原 健太,日,左投,フォーク,53,18,0.3,-,-,131,17.0,29.0,44.1,.385,.310,63,38,0
572,上原 健太,日,左投,チェンジアップ,54,18,-0.5,-,-,119,13.0,26.9,39.4,.395,.290,73,27,0
573,杉浦 稔大,日,右投,ストレート,155,62,0.3,0.2,40,150,10.3,22.2,21.1,.347,.355,24,64,12
574,杉浦 稔大,日,右投,スライダー,5,2,0.1,-,-,133,40.0,66.7,100.0,.000,.478,0,100,0
575,杉浦 稔大,日,右投,カットボール,45,18,-0.1,-,-,138,20.0,33.3,44.0,.079,.317,64,36,0
576,杉浦 稔大,日,右投,カーブ,1,0,0.0,-,-,119,0.0,-,0.0,-,-,-,-,-
577,杉浦 稔大,日,右投,フォーク,41,16,-0.4,-,-,139,12.2,27.8,33.3,.000,.325,57,43,0
578,杉浦 稔大,日,右投,チェンジアップ,2,1,-0.1,-,-,129,0.0,0.0,-,.870,.468,0,100,0
579,澤田 圭佑,ロ,右投,ストレート,247,75,-1.6,-0.6,31,149,6.9,12.1,30.8,.302,.333,25,58,16
580,澤田 圭佑,ロ,右投,スライダー,15,5,-0.6,-,-,128,6.7,16.7,0.0,.580,.392,33,67,0
581,澤田 圭佑,ロ,右投,カットボール,11,3,-0.2,-,-,132,9.1,50.0,0.0,.000,.237,100,0,0
582,澤田 圭佑,ロ,右投,ナックルカーブ,11,3,-0.1,-,-,116,9.1,100.0,12.5,-,-,-,-,-
583,澤田 圭佑,ロ,右投,フォーク,9,3,-0.2,-,-,122,11.1,50.0,12.5,.870,.209,100,0,0
584,澤田 圭佑,ロ,右投,チェンジアップ,35,11,-0.4,-,-,117,5.7,16.7,17.6,.124,.299,14,57,29
585,河野 竜生,日,左投,ストレート,128,41,-0.2,-0.1,36,147,7.8,15.2,25.5,.360,.362,26,65,10
586,河野 竜生,日,左投,スライダー,2,1,0.0,-,-,129,0.0,-,0.0,-,-,-,-,-
587,河野 竜生,日,左投,カットボール,149,47,1.9,1.3,58,137,24.2,39.1,44.4,.207,.309,48,43,10
588,河野 竜生,日,左投,カーブ,6,2,-0.1,-,-,103,0.0,-,0.0,-,-,-,-,-
589,河野 竜生,日,左投,チェンジアップ,31,10,0.3,-,-,131,16.1,41.7,25.0,.435,.226,67,17,17
590,田嶋 大樹,オ,左投,ストレート,395,49,2.4,0.6,61,143,7.6,17.6,17.5,.372,.316,35,49,16
591,田嶋 大樹,オ,左投,スライダー,85,11,-1.0,-,-,124,16.5,37.8,20.4,.272,.335,44,50,6
592,田嶋 大樹,オ,左投,カットボール,128,16,1.0,0.8,68,132,15.6,28.2,30.0,.466,.265,43,36,21
593,田嶋 大樹,オ,左投,カーブ,17,2,-0.2,-,-,108,0.0,0.0,20.0,.000,.283,25,50,25
594,田嶋 大樹,オ,左投,ナックルカーブ,5,1,0.0,-,-,110,20.0,100.0,25.0,-,-,-,-,-
595,田嶋 大樹,オ,左投,フォーク,61,8,-0.5,-,-,134,19.7,34.3,47.9,.442,.305,64,36,0
596,田嶋 大樹,オ,左投,チェンジアップ,41,5,-0.3,-,-,122,24.4,43.5,48.0,.674,.389,11,78,11
597,田嶋 大樹,オ,左投,ツーシーム,69,9,-0.3,-,-,137,8.7,15.4,30.3,.394,.288,74,26,0
598,スチュワート・ジュニア,ソ,右投,ストレート,319,47,0.0,0.0,53,153,7.8,17.2,23.4,.359,.321,42,46,12
599,スチュワート・ジュニア,ソ,右投,カットボール,119,17,-1.2,-1.0,51,140,9.2,28.9,23.9,.482,.368,20,70,10
600,スチュワート・ジュニア,ソ,右投,カーブ,91,13,-1.5,-,-,125,5.5,15.6,23.1,.249,.351,43,57,0
601,スチュワート・ジュニア,ソ,右投,スプリット,154,23,2.0,1.3,69,136,20.1,40.8,36.4,.230,.299,43,43,13
602,津森 宥紀,ソ,右投,ストレート,234,62,1.1,0.5,43,148,7.7,16.7,22.5,.185,.302,45,39,15
603,津森 宥紀,ソ,右投,スライダー,104,28,-1.2,-1.1,31,129,8.7,22.5,11.8,.154,.315,41,47,12
604,津森 宥紀,ソ,右投,フォーク,36,10,-0.2,-,-,133,13.9,33.3,23.8,.124,.325,57,43,0
605,津森 宥紀,ソ,右投,ツーシーム,2,1,0.0,-,-,142,50.0,100.0,50.0,-,-,-,-,-
606,髙島 泰都,オ,右投,ストレート,156,44,-1.3,-0.8,37,147,2.6,6.0,13.9,.346,.344,53,44,3
607,髙島 泰都,オ,右投,スライダー,1,0,0.0,-,-,134,0.0,0.0,-,-,-,-,-,-
608,髙島 泰都,オ,右投,カットボール,79,22,-0.5,-,-,139,11.4,30.0,30.6,.338,.285,46,38,15
609,髙島 泰都,オ,右投,カーブ,13,4,-0.6,-,-,119,0.0,0.0,11.1,.870,.466,0,100,0
610,髙島 泰都,オ,右投,チェンジアップ,103,29,0.8,0.8,60,134,16.5,28.8,41.5,.388,.304,44,44,12
611,小笠原 慎之介,中,左投,ストレート,534,52,1.1,0.2,57,144,5.6,10.5,26.2,.361,.338,33,55,12
612,小笠原 慎之介,中,左投,スライダー,124,12,0.7,0.6,62,127,12.9,31.4,24.6,.268,.305,35,48,17
613,小笠原 慎之介,中,左投,ナックルカーブ,166,16,-0.2,-0.1,52,113,5.4,15.0,20.9,.140,.250,81,19,0
614,小笠原 慎之介,中,左投,フォーク,34,3,0.1,-,-,132,14.7,29.4,30.0,.249,.286,71,29,0
615,小笠原 慎之介,中,左投,チェンジアップ,159,16,-0.3,-0.2,51,126,11.9,22.6,38.6,.284,.312,47,44,9
616,小笠原 慎之介,中,左投,ツーシーム,3,0,0.1,-,-,144,0.0,-,0.0,-,-,-,-,-
617,山﨑 伊織,巨,右投,ストレート,353,32,-1.8,-0.5,48,146,6.2,14.2,23.3,.346,.334,42,49,10
618,山﨑 伊織,巨,右投,スライダー,119,11,0.8,0.7,63,125,10.9,31.0,18.8,.402,.305,38,46,15
619,山﨑 伊織,巨,右投,カットボール,254,23,0.3,0.1,61,135,17.7,34.9,28.6,.235,.299,46,42,13
620,山﨑 伊織,巨,右投,カーブ,15,1,-0.4,-,-,91,0.0,0.0,18.2,.218,.283,25,50,25
621,山﨑 伊織,巨,右投,スローカーブ,24,2,-0.5,-,-,89,0.0,0.0,17.6,.174,.305,60,40,0
622,山﨑 伊織,巨,右投,フォーク,185,17,0.6,0.3,59,137,18.9,36.1,41.8,.290,.303,60,37,3
623,山﨑 伊織,巨,右投,チェンジアップ,3,0,0.1,-,-,119,66.7,100.0,50.0,-,-,-,-,-
624,山﨑 伊織,巨,右投,シュート,136,12,-1.2,-0.9,45,145,4.4,8.5,27.3,.346,.342,50,47,3
625,船迫 大雅,巨,右投,ストレート,121,42,1.5,1.2,49,147,5.8,17.1,10.4,.235,.278,47,33,20
626,船迫 大雅,巨,右投,スライダー,137,48,-1.8,-1.3,28,133,8.0,19.6,16.9,.180,.371,41,59,0
627,船迫 大雅,巨,右投,カットボール,6,2,-0.1,-,-,137,0.0,-,0.0,-,-,-,-,-
628,船迫 大雅,巨,右投,カーブ,14,5,-0.4,-,-,114,14.3,28.6,16.7,.518,.399,25,75,0
629,船迫 大雅,巨,右投,チェンジアップ,2,1,-0.2,-,-,137,0.0,0.0,50.0,.870,.468,0,100,0
630,船迫 大雅,巨,右投,シンカー,8,3,-0.1,-,-,134,12.5,50.0,14.3,-,-,-,-,-
631,村上 頌樹,神,右投,ストレート,408,42,2.3,0.6,60,146,4.9,10.0,31.5,.393,.321,32,52,16
632,村上 頌樹,神,右投,カットボール,210,22,3.3,1.6,77,138,9.0,16.1,45.0,.313,.307,47,43,10
633,村上 頌樹,神,右投,カーブ,8,1,-0.2,-,-,116,0.0,0.0,20.0,.000,.332,50,50,0
634,村上 頌樹,神,右投,スローカーブ,84,9,-1.0,-,-,102,2.4,9.5,8.9,.254,.318,43,50,7
635,村上 頌樹,神,右投,フォーク,219,23,1.2,0.6,61,131,18.3,35.7,37.8,.354,.281,56,34,10
636,村上 頌樹,神,右投,ツーシーム,38,4,-0.6,-,-,141,7.9,17.6,11.8,.149,.341,56,44,0
637,ジャクソン,デ,右投,ストレート,422,51,0.3,0.1,54,152,8.5,18.9,25.9,.260,.301,37,44,19
638,ジャクソン,デ,右投,スライダー,48,6,0.8,-,-,132,18.8,36.0,39.4,.536,.257,44,33,22
639,ジャクソン,デ,右投,カットボール,78,9,-0.8,-,-,140,7.7,24.0,15.8,.547,.356,27,64,9
640,ジャクソン,デ,右投,ナックルカーブ,83,10,-0.1,-,-,130,10.8,31.0,27.0,.348,.159,80,0,20
641,ジャクソン,デ,右投,チェンジアップ,203,24,0.3,0.2,54,138,13.8,25.5,34.9,.301,.300,50,40,10
642,伊勢 大夢,デ,右投,ストレート,124,64,2.0,1.6,53,146,10.5,18.6,29.5,.470,.272,20,48,32
643,伊勢 大夢,デ,右投,スライダー,14,7,0.0,-,-,129,7.1,16.7,40.0,.000,.220,100,0,0
644,伊勢 大夢,デ,右投,カットボール,13,7,0.1,-,-,138,0.0,0.0,14.3,.435,.347,50,50,0
645,伊勢 大夢,デ,右投,フォーク,44,23,0.4,-,-,131,11.4,17.2,70.0,.438,.281,46,38,15
646,山﨑 康晃,デ,右投,ストレート,169,62,-0.4,-0.2,35,146,3.6,7.9,23.1,.314,.342,33,56,11
647,山﨑 康晃,デ,右投,カットボール,1,0,0.0,-,-,141,0.0,0.0,-,.870,.237,100,0,0
648,山﨑 康晃,デ,右投,チェンジアップ,4,1,-0.3,-,-,115,0.0,0.0,0.0,.870,.468,0,100,0
649,山﨑 康晃,デ,右投,スプリット,91,34,0.1,-,-,137,11.0,24.4,34.0,.284,.288,71,29,0
650,山﨑 康晃,デ,右投,ツーシーム,6,2,0.1,-,-,145,0.0,0.0,66.7,.000,.213,100,0,0
651,床田 寛樹,広,左投,ストレート,327,29,-1.8,-0.5,47,144,5.2,12.9,11.9,.327,.334,37,52,12
652,床田 寛樹,広,左投,スライダー,105,9,-1.0,-0.9,48,128,6.7,17.9,28.1,.193,.307,31,50,19
653,床田 寛樹,広,左投,カットボール,273,25,1.1,0.4,64,137,4.8,10.7,21.9,.301,.295,57,35,8
654,床田 寛樹,広,左投,カーブ,42,4,0.0,-,-,119,4.8,22.2,18.2,.435,.332,50,50,0
655,床田 寛樹,広,左投,チェンジアップ,20,2,-0.6,-,-,129,15.0,37.5,21.4,1.027,.468,0,100,0
656,床田 寛樹,広,左投,パーム,58,5,-0.8,-,-,115,12.1,25.0,32.4,.290,.288,42,42,17
657,床田 寛樹,広,左投,ツーシーム,285,26,-0.6,-0.2,51,137,7.0,13.2,27.8,.195,.304,59,36,5
658,小澤 怜史,ヤ,右投,ストレート,374,54,2.0,0.5,59,138,5.9,14.4,18.6,.395,.347,26,61,13
659,小澤 怜史,ヤ,右投,スライダー,59,9,0.0,-,-,122,5.1,9.7,39.3,.272,.294,25,50,25
660,小澤 怜史,ヤ,右投,カットボール,47,7,-0.1,-,-,131,6.4,13.0,20.0,.268,.321,46,46,8
661,小澤 怜史,ヤ,右投,カーブ,27,4,0.2,-,-,102,0.0,0.0,0.0,.000,.000,0,0,100
662,小澤 怜史,ヤ,右投,フォーク,140,20,-0.3,-0.2,54,125,8.6,20.3,27.9,.451,.288,44,41,15
663,小澤 怜史,ヤ,右投,チェンジアップ,47,7,-0.9,-,-,103,4.3,9.1,20.0,.387,.304,67,33,0
664,山﨑 福也,日,左投,ストレート,315,30,-0.4,-0.1,52,140,2.9,7.8,17.4,.323,.336,47,46,7
665,山﨑 福也,日,左投,スライダー,150,14,1.1,0.7,64,117,4.7,11.1,19.0,.522,.310,28,52,20
666,山﨑 福也,日,左投,カットボール,191,18,2.1,1.1,72,129,9.9,19.0,24.3,.258,.288,43,41,16
667,山﨑 福也,日,左投,カーブ,18,2,-0.3,-,-,95,0.0,0.0,0.0,.920,.199,100,0,0
668,山﨑 福也,日,左投,フォーク,108,10,0.1,0.1,57,129,11.1,24.0,40.2,.137,.266,79,21,0
669,山﨑 福也,日,左投,チェンジアップ,254,24,0.3,0.1,54,120,15.0,28.8,35.1,.342,.308,39,47,14
670,山﨑 福也,日,左投,シュート,31,3,0.1,-,-,135,6.5,14.3,10.0,.000,.405,33,67,0
671,ポンセ,楽,右投,ストレート,468,52,0.7,0.2,56,151,9.0,17.6,24.4,.548,.348,35,56,9
672,ポンセ,楽,右投,スライダー,40,4,-0.1,-,-,140,12.5,23.8,38.9,.359,.344,18,64,18
673,ポンセ,楽,右投,カットボール,136,15,0.0,0.0,60,145,12.5,25.0,27.3,.395,.297,56,36,8
674,ポンセ,楽,右投,カーブ,109,12,1.0,0.9,56,125,15.6,37.8,33.9,.558,.310,39,50,11
675,ポンセ,楽,右投,チェンジアップ,86,10,-0.1,-,-,139,15.1,25.5,37.5,.365,.300,54,38,8
676,ポンセ,楽,右投,スプリット,32,4,0.4,-,-,140,21.9,38.9,50.0,.290,.344,50,50,0
677,ポンセ,楽,右投,ツーシーム,25,3,-0.4,-,-,149,4.0,8.3,35.7,.348,.401,0,80,20
678,生田目 翼,日,右投,ストレート,107,42,0.6,0.6,43,149,8.4,16.7,16.3,.370,.369,47,53,0
679,生田目 翼,日,右投,カットボール,54,21,-0.8,-,-,145,9.3,15.2,27.3,.505,.356,46,54,0
680,生田目 翼,日,右投,フォーク,39,15,0.5,-,-,135,25.6,40.0,58.6,.174,.317,60,40,0
681,生田目 翼,日,右投,ツーシーム,56,22,-0.9,-,-,148,3.6,8.3,25.8,.588,.373,44,56,0
682,平良 海馬,西,右投,ストレート,203,38,0.7,0.3,57,150,11.8,23.1,39.6,.325,.324,43,46,11
683,平良 海馬,西,右投,スライダー,136,25,-0.4,-0.3,54,132,11.8,23.9,28.8,.310,.330,42,50,8
684,平良 海馬,西,右投,カットボール,60,11,0.1,-,-,140,5.0,11.1,25.0,.376,.264,29,43,29
685,平良 海馬,西,右投,カーブ,24,4,0.0,-,-,113,12.5,60.0,0.0,.000,.199,100,0,0
686,平良 海馬,西,右投,スプリット,72,13,-1.8,-,-,133,11.1,22.2,31.3,.363,.389,33,67,0
687,平良 海馬,西,右投,ツーシーム,41,8,0.0,-,-,145,9.8,20.0,15.0,.290,.277,78,22,0
688,カスティーヨ,オ,右投,ストレート,311,37,-1.0,-0.3,50,147,2.9,6.7,25.5,.367,.340,43,49,8
689,カスティーヨ,オ,右投,スライダー,191,23,-1.1,-0.6,51,129,11.5,31.4,24.5,.180,.363,44,56,0
690,カスティーヨ,オ,右投,チェンジアップ,270,33,5.5,2.0,74,138,24.8,40.9,57.6,.388,.296,70,30,0
691,カスティーヨ,オ,右投,スプリット,38,5,0.3,-,-,134,23.7,69.2,30.8,-,-,-,-,-
692,カスティーヨ,オ,右投,ツーシーム,20,2,0.0,-,-,146,0.0,0.0,14.3,.109,.258,63,25,13
